id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label,srcip,dstip,sport,dport
482,0.0,tcp,-,-,1,0,111,0,0.0,64,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,111.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.27.16.146,80,35551
483,0.427519,tcp,-,-,3,0,731,0,7.017231982672115,64,0,13678.92421155551,0.0,0,0,0.21375954151153564,0,0.0009804964065551758,0,0,0,0,0,0.0,0.0,0.0,243.66666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.187.75.148,80,62341
484,0.648556,tcp,-,-,3,0,730,0,4.625660698536441,64,0,9004.619493150938,0.0,0,0,0.32427799701690674,0,0.0004068613052368164,0,0,0,0,0,0.0,0.0,0.0,243.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.95.17.143,80,38229
485,0.0,tcp,-,-,1,0,111,0,0.0,64,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,111.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.27.25.7,80,37140
486,0.762146,tcp,-,-,3,0,731,0,3.9362536836774056,64,0,7673.07051404849,0.0,0,0,0.381072998046875,0,0.0009799003601074219,0,0,0,0,0,0.0,0.0,0.0,243.66666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.190.24.132,80,1039
487,0.623946,tcp,-,-,3,0,649,0,4.808108393995634,64,0,8321.232927208444,0.0,0,0,0.311972975730896,0,0.0011609792709350586,0,0,0,0,0,0.0,0.0,0.0,216.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.62.143.33,80,49150
488,0.290664,tcp,-,-,3,0,610,0,10.32119560729915,64,0,16789.14485453995,0.0,0,0,0.1453319787979126,0,0.14532387256622314,0,0,0,0,0,0.0,0.0,0.0,203.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.249.26.31,80,41651
489,0.0,udp,-,-,1,0,215,0,0.0,64,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,215.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.176.79,3.36.3.248,53,33368
490,0.0,udp,-,-,1,0,216,0,0.0,64,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.176.79,3.112.96.60,53,31624
491,0.0,udp,-,-,1,0,209,0,0.0,64,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,209.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.176.90,3.113.218.148,53,16168
492,0.0,udp,-,-,1,0,1228,0,0.0,64,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,1228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.176.82,3.228.171.175,53,8536
493,0.568243,tcp,-,-,3,0,650,0,5.279431510814915,64,0,9151.014618745852,0.0,0,0,0.2841215133666992,0,0.0002624988555908203,0,0,0,0,0,0.0,0.0,0.0,216.66666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.199.233.38,80,29697
494,0.0,tcp,-,-,1,0,107,0,0.0,64,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,107.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.152.94.185,80,50697
495,8.730283,tcp,-,-,2,0,214,0,0.22908764813236868,64,0,196.0990268013076,0.0,0,0,8.73028302192688,0,0.0,0,0,0,0,0,0.0,0.0,0.0,107.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.237.22.69,80,52984
496,0.0,tcp,-,-,1,0,107,0,0.0,64,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,107.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.134.48.236,80,44107
497,2.375267,tcp,-,-,4,0,1216,0,1.6840212068790583,64,0,4095.5395751298697,0.0,0,0,0.7917556762695312,0,0.34412507578430074,0,0,0,0,0,0.0,0.0,0.0,304.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.122.165.41,80,51701
498,0.0,tcp,-,-,1,0,107,0,0.0,64,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,107.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.237.5.212,80,46070
499,5.089384,tcp,-,-,5,0,635,0,0.9824371672485315,64,0,998.156161924508,0.0,0,0,1.2723459601402283,0,0.4249968973940923,0,0,0,0,0,0.0,0.0,0.0,127.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.237.8.21,80,26054
