City,PacketSizeEntropy,TrafficPercentageOfS,TotalBytesFromCity
江苏省-无锡市,2.301074304283785,0.03672398095530718,116320
江苏省-淮安市,2.2723571873524717,0.052857022795198834,167420
江苏省-泰州市,2.4416298737872246,0.012874861961463436,40780
江苏省-南京市,2.8370004577203787,0.03772795498761355,119500
江苏省-苏州市,2.7219280948873625,0.016852872278149047,53380
江苏省-扬州市,2.6455933144511468,0.01360100670181081,43080
江苏省-南通市,2.2651253054903266,0.01691601529904882,53580
江苏省-常州市,7.458044648010343,87.97877490726047,272153120
江苏省-连云港市,2.290471126085866,0.07087358252834944,219240
江苏省-盐城市,2.643775996813728,0.15686324204550392,485240
江苏省-淮安市,2.2413961475080213,0.045891323552839286,141960
江苏省-南京市,2.6573048221701603,0.03797122333415401,117460
江苏省-徐州市,2.384513769989017,0.2484260659614394,768480
江苏省-无锡市,2.6300694656183765,0.032094185702492846,99280
江苏省-宿迁市,2.244356340404521,0.0489041943299065,151280
江苏省-苏州市,3.0391486719030705,0.012749745005099898,39440
江苏省-镇江市,1.9772170014624826,0.014172130350496439,43840
江苏省-南通市,3.0271691184406184,0.021840080439770516,67560
江苏省-扬州市,2.7966138511441443,0.020631052896183454,63820
江苏省-泰州市,2.260964047443681,0.016887593282617106,52240
江苏省-盐城市,2.666372717755329,0.21421282453539006,629420
江苏省-常州市,7.519565671765459,87.69870722209849,257684480
江苏省-徐州市,2.430869356322438,0.24491092242406884,719620
江苏省-连云港市,2.393158097254198,0.08107428912462365,238220
江苏省-宿迁市,2.290873989429438,0.031991365870685184,94000
江苏省-淮安市,2.194499333832813,0.04073113475961279,119680
江苏省-南京市,3.0565647621309537,0.02996978381460146,88060
江苏省-扬州市,2.855388542207534,0.011149331339613261,32760
江苏省-无锡市,3.4880471909383077,0.045904206687638484,134880
江苏省-南通市,2.575588697084778,0.01640408335071304,48200
江苏省-泰州市,1.8365916681089791,0.008297335105609625,24380
江苏省-镇江市,2.251629167387823,0.006112392883377722,17960
江苏省-苏州市,2.299896391167891,0.01020320371067172,29980
江苏省-常州市,7.5991280236326215,88.40781095623908,277892060
江苏省-盐城市,2.694762621118247,0.11689634478135319,367440
江苏省-徐州市,2.306293517309034,0.2374639932280036,746420
江苏省-连云港市,2.374585098544745,0.08022784734095811,252180
江苏省-宿迁市,2.1643007999517323,0.04295488915844303,135020
江苏省-苏州市,3.551632757878452,0.032170036970091534,101120
江苏省-南通市,2.212503842372268,0.013119979476330845,41240
江苏省-镇江市,1.584962500721156,0.002767793924444189,8700
江苏省-南京市,2.8415309049480966,0.0695766127903384,218700
江苏省-淮安市,2.274002985158408,0.06837405405075231,214920
江苏省-无锡市,2.9406353234034293,0.03653487980266329,114840
江苏省-扬州市,2.0545851693377997,0.010326734573271077,32460
江苏省-泰州市,2.075869296697727,0.010593969848734654,33300
江苏省-常州市,7.465441514380065,89.00996787457487,290009340
江苏省-淮安市,2.320541875016531,0.054975696457548066,179120
江苏省-连云港市,2.2838253459337388,0.05991712518112178,195220
江苏省-徐州市,2.3068698147927273,0.2336774020484524,761360
江苏省-盐城市,2.665656565949404,0.08235305311237884,268320
江苏省-无锡市,2.281010866621878,0.0272177577146905,88680
江苏省-南通市,2.2904619233779213,0.01851347705627121,60320
江苏省-南京市,3.0918335824322423,0.039648059783307606,129180
江苏省-泰州市,2.1895415173391393,0.012565347325658876,40940
江苏省-宿迁市,2.227640673097086,0.03133049963368974,102080
江苏省-苏州市,2.8423709931771084,0.012921375730587168,42100
江苏省-扬州市,2.299896391167891,0.008280729624970114,26980
江苏省-镇江市,1.584962500721156,0.00519310397533337,16920
江苏省-徐州市,2.3628202074759126,0.2416863970461894,768000
